count,mean,median,min,max,std,config,trial,num_exits
40,230.9,274.0,32,318,84.1952492721531,Densitet i ulët (40 boid),9,1
40,236.675,284.5,38,339,78.94504021786295,Densitet i ulët (40 boid),10,1
40,231.075,218.0,70,390,88.66351772290562,Densitet i ulët (40 boid),11,1
40,210.725,212.5,1,424,101.89528632375493,Densitet i ulët (40 boid),12,1
40,209.0,217.0,39,366,87.56911556022477,Densitet i ulët (40 boid),13,1
40,246.7,253.5,28,374,97.69728757749624,Densitet i ulët (40 boid),14,1
40,242.425,254.0,65,385,82.79489341136927,Densitet i ulët (40 boid),15,1
40,257.425,264.0,72,416,87.82280099723533,Densitet i ulët (40 boid),16,1
40,252.375,228.0,47,407,104.71764118332689,Densitet i ulët (40 boid),17,1
40,264.55,268.0,65,364,78.12680397917222,Densitet i ulët (40 boid),18,1
40,219.5,233.5,45,332,83.8924907247365,Densitet i ulët (40 boid),19,1
40,248.8,289.5,50,403,100.48164011400291,Densitet i ulët (40 boid),20,1
40,267.025,270.0,42,404,93.34465370335893,Densitet i ulët (40 boid),21,1
40,238.2,242.0,47,400,97.46235170567145,Densitet i ulët (40 boid),22,1
40,221.225,221.0,50,337,86.38445679055926,Densitet i ulët (40 boid),23,1
40,238.075,241.5,57,351,82.36303403226475,Densitet i ulët (40 boid),24,1
40,224.975,262.5,28,396,94.68592490439114,Densitet i ulët (40 boid),25,1
40,224.15,234.0,67,315,71.94635154057501,Densitet i ulët (40 boid),26,1
40,249.2,296.5,65,382,79.39716619628184,Densitet i ulët (40 boid),27,1
40,225.45,247.0,46,346,82.569955189524,Densitet i ulët (40 boid),28,1
40,245.9,255.5,45,422,93.2198476720489,Densitet i ulët (40 boid),29,1
150,282.91333333333336,295.5,89,472,78.61839790334632,Densitet i lartë (150 boid),0,1
150,273.75333333333333,303.0,67,437,83.72295078942744,Densitet i lartë (150 boid),1,1
150,263.42,282.5,101,401,74.87316119055389,Densitet i lartë (150 boid),2,1
150,316.58,331.0,50,456,90.18176238390258,Densitet i lartë (150 boid),3,1
150,283.8066666666667,285.0,62,513,89.57698340285609,Densitet i lartë (150 boid),4,1
150,272.8066666666667,269.5,113,487,91.22000487222574,Densitet i lartë (150 boid),5,1
